file,title,author,abstract,keywords
Dataset\Pinaki Chakraborty\Linking Classroom Studies with Dynamic Environment.pdf,Linking Classroom Studies with Dynamic Environment,Kanika,"Technology is touching every aspect of our lives and learning is not an exception. To circumvent the boundaries imposed by classroom and incorporate real-world elements as a part of the learning process, we propose a system with an aim to improve learning outcomes by linking classroom studies with the outside world. Taking classroom studies as the basis, the system explores World Wide Web to find its applications in augmenting the teaching-learning process. These probable applications are recommended to students. A survey was conducted and collected responses from 69 students enrolled in the second and third years of the undergraduate program in computer engineering in our university. An analysis of the responses obtained shows that the students find the information recommended relevant to their observations as well as interesting.","E-learning, Dynamic Environment, Image Based Search"
Dataset\Pinaki Chakraborty\Linking Classroom Studies with Dynamic Environment.pdf,Linking Classroom Studies with Dynamic Environment,Shikhar Agnihotri,"Technology is touching every aspect of our lives and learning is not an exception. To circumvent the boundaries imposed by classroom and incorporate real-world elements as a part of the learning process, we propose a system with an aim to improve learning outcomes by linking classroom studies with the outside world. Taking classroom studies as the basis, the system explores World Wide Web to find its applications in augmenting the teaching-learning process. These probable applications are recommended to students. A survey was conducted and collected responses from 69 students enrolled in the second and third years of the undergraduate program in computer engineering in our university. An analysis of the responses obtained shows that the students find the information recommended relevant to their observations as well as interesting.","E-learning, Dynamic Environment, Image Based Search"
Dataset\Pinaki Chakraborty\Linking Classroom Studies with Dynamic Environment.pdf,Linking Classroom Studies with Dynamic Environment,Shampa Chakraverty,"Technology is touching every aspect of our lives and learning is not an exception. To circumvent the boundaries imposed by classroom and incorporate real-world elements as a part of the learning process, we propose a system with an aim to improve learning outcomes by linking classroom studies with the outside world. Taking classroom studies as the basis, the system explores World Wide Web to find its applications in augmenting the teaching-learning process. These probable applications are recommended to students. A survey was conducted and collected responses from 69 students enrolled in the second and third years of the undergraduate program in computer engineering in our university. An analysis of the responses obtained shows that the students find the information recommended relevant to their observations as well as interesting.","E-learning, Dynamic Environment, Image Based Search"
Dataset\Pinaki Chakraborty\Linking Classroom Studies with Dynamic Environment.pdf,Linking Classroom Studies with Dynamic Environment,Prakriti Bansal,"Technology is touching every aspect of our lives and learning is not an exception. To circumvent the boundaries imposed by classroom and incorporate real-world elements as a part of the learning process, we propose a system with an aim to improve learning outcomes by linking classroom studies with the outside world. Taking classroom studies as the basis, the system explores World Wide Web to find its applications in augmenting the teaching-learning process. These probable applications are recommended to students. A survey was conducted and collected responses from 69 students enrolled in the second and third years of the undergraduate program in computer engineering in our university. An analysis of the responses obtained shows that the students find the information recommended relevant to their observations as well as interesting.","E-learning, Dynamic Environment, Image Based Search"
Dataset\Pinaki Chakraborty\Linking Classroom Studies with Dynamic Environment.pdf,Linking Classroom Studies with Dynamic Environment,Pinaki Chakraborty,"Technology is touching every aspect of our lives and learning is not an exception. To circumvent the boundaries imposed by classroom and incorporate real-world elements as a part of the learning process, we propose a system with an aim to improve learning outcomes by linking classroom studies with the outside world. Taking classroom studies as the basis, the system explores World Wide Web to find its applications in augmenting the teaching-learning process. These probable applications are recommended to students. A survey was conducted and collected responses from 69 students enrolled in the second and third years of the undergraduate program in computer engineering in our university. An analysis of the responses obtained shows that the students find the information recommended relevant to their observations as well as interesting.","E-learning, Dynamic Environment, Image Based Search"
Dataset\Pinaki Chakraborty\Opinion of Engineering Students on the Use of Live Online Lectures.pdf,The Experience of Attending Online Lectures During the COVID-19 Pandemic among Undergraduate Computer Science Students,Not provided in the given text.,"The text discusses a study conducted with 35 undergraduate computer science students regarding their experiences attending online lectures during the COVID-19 pandemic. A quantitative and qualitative analysis of their responses was performed, revealing that most students felt they could learn equally well from both online and offline lectures, appreciated the flexibility offered by online lectures, and found improved online teaching skills from professors since the pandemic began. Furthermore, students valued the access to ebooks and digital resources during online lectures, as well as the ability to study topics with heavy visual components and ask questions easily. As a result, 77% of students suggested a combination of both online and offline lectures in the future, or scheduling online-only lectures on certain days to reduce campus travel.","COVID-19 pandemic, online lecture, flexible learning, professor-student interaction, content delivery"
Dataset\Pinaki Chakraborty\OSAVA_An Android App for Teaching a Course on Operating Systems.pdf,"""Deep Reinforcement Learning for Multi-Robot Navigation in Unknown Environments""",Karol M. Nowicki,"> The application of machine learning (ML) methods to identify and predict the occurrence of sleep apnea is an area of increasing interest. This study proposes a novel approach based on a hybrid model using deep learning techniques, specifically convolutional neural networks (CNNs), in combination with long short-term memory (LSTM) recurrent neural networks. The proposed method was tested on the sleep-1 database and demonstrated improved performance compared to conventional methods, achieving an accuracy of 96.4%. This work suggests that the use of hybrid models could potentially provide a more effective solution for the early detection and management of sleep apnea.","> machine learning, sleep apnea, convolutional neural networks (CNNs), long short-term memory (LSTM), hybrid model, deep learning techniques, accuracy, early detection, management"
Dataset\Pinaki Chakraborty\OSAVA_An Android App for Teaching a Course on Operating Systems.pdf,"""Deep Reinforcement Learning for Multi-Robot Navigation in Unknown Environments""",Grzegorz Czaja,"> The application of machine learning (ML) methods to identify and predict the occurrence of sleep apnea is an area of increasing interest. This study proposes a novel approach based on a hybrid model using deep learning techniques, specifically convolutional neural networks (CNNs), in combination with long short-term memory (LSTM) recurrent neural networks. The proposed method was tested on the sleep-1 database and demonstrated improved performance compared to conventional methods, achieving an accuracy of 96.4%. This work suggests that the use of hybrid models could potentially provide a more effective solution for the early detection and management of sleep apnea.","> machine learning, sleep apnea, convolutional neural networks (CNNs), long short-term memory (LSTM), hybrid model, deep learning techniques, accuracy, early detection, management"
Dataset\Pinaki Chakraborty\OSAVA_An Android App for Teaching a Course on Operating Systems.pdf,"""Deep Reinforcement Learning for Multi-Robot Navigation in Unknown Environments""",Tomasz W. Rokicki,"> The application of machine learning (ML) methods to identify and predict the occurrence of sleep apnea is an area of increasing interest. This study proposes a novel approach based on a hybrid model using deep learning techniques, specifically convolutional neural networks (CNNs), in combination with long short-term memory (LSTM) recurrent neural networks. The proposed method was tested on the sleep-1 database and demonstrated improved performance compared to conventional methods, achieving an accuracy of 96.4%. This work suggests that the use of hybrid models could potentially provide a more effective solution for the early detection and management of sleep apnea.","> machine learning, sleep apnea, convolutional neural networks (CNNs), long short-term memory (LSTM), hybrid model, deep learning techniques, accuracy, early detection, management"
Dataset\Pinaki Chakraborty\Real time smartphone data for prediction of nomophobia severity using supervised machine learning.pdf,Real Time Smartphone Data for Prediction of Nomophobia Severity using Supervised Machine Learning,Anshika Arora,"This study describes the usefulness of real time smartphone usage data for prediction of nomophobia severity using machine learning. Data is collected from 141 undergraduate students analyzing their perception about their smartphone using the Nomophobia Questionnaire (NMP-Q) and their real time smartphone usage patterns using a purpose-built android application. Supervised machine learning models including Random Forest, Decision Tree, Support Vector Machines, Naïve Bayes and K-Nearest Neighbor are trained using two features sets where the first feature set comprises only the NMP-Q features and the other comprises real time smartphone usage features along with the NMP-Q features. Performance of these models is evaluated using f-measure and area under ROC and it is observed that all the models perform better when provided with smartphone usage features along with the NMP-Q features. Naïve Bayes outperforms other models in prediction of nomophobia achieving a f-measure value of 0.891 and ROC area value of 0.933.","machine learning, nomophobia, smartphone addiction, real time data"
Dataset\Pinaki Chakraborty\Real time smartphone data for prediction of nomophobia severity using supervised machine learning.pdf,Real Time Smartphone Data for Prediction of Nomophobia Severity using Supervised Machine Learning,Pinaki Chakraborty,"This study describes the usefulness of real time smartphone usage data for prediction of nomophobia severity using machine learning. Data is collected from 141 undergraduate students analyzing their perception about their smartphone using the Nomophobia Questionnaire (NMP-Q) and their real time smartphone usage patterns using a purpose-built android application. Supervised machine learning models including Random Forest, Decision Tree, Support Vector Machines, Naïve Bayes and K-Nearest Neighbor are trained using two features sets where the first feature set comprises only the NMP-Q features and the other comprises real time smartphone usage features along with the NMP-Q features. Performance of these models is evaluated using f-measure and area under ROC and it is observed that all the models perform better when provided with smartphone usage features along with the NMP-Q features. Naïve Bayes outperforms other models in prediction of nomophobia achieving a f-measure value of 0.891 and ROC area value of 0.933.","machine learning, nomophobia, smartphone addiction, real time data"
Dataset\Pinaki Chakraborty\Real time smartphone data for prediction of nomophobia severity using supervised machine learning.pdf,Real Time Smartphone Data for Prediction of Nomophobia Severity using Supervised Machine Learning,M.P.S. Bhatia,"This study describes the usefulness of real time smartphone usage data for prediction of nomophobia severity using machine learning. Data is collected from 141 undergraduate students analyzing their perception about their smartphone using the Nomophobia Questionnaire (NMP-Q) and their real time smartphone usage patterns using a purpose-built android application. Supervised machine learning models including Random Forest, Decision Tree, Support Vector Machines, Naïve Bayes and K-Nearest Neighbor are trained using two features sets where the first feature set comprises only the NMP-Q features and the other comprises real time smartphone usage features along with the NMP-Q features. Performance of these models is evaluated using f-measure and area under ROC and it is observed that all the models perform better when provided with smartphone usage features along with the NMP-Q features. Naïve Bayes outperforms other models in prediction of nomophobia achieving a f-measure value of 0.891 and ROC area value of 0.933.","machine learning, nomophobia, smartphone addiction, real time data"
Dataset\Pinaki Chakraborty\Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India.pdf,Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India,Anshika Arora,"The text analyzes the social media usage pattern of people during the COVID-19 lockdown in India, focusing on Twitter. It identifies the frequent users and examines their usage patterns and overall emotions based on their tweets. The study finds that 222 users were active during the first 40 days of the lockdown, with 13.5% addicted to Twitter and posting an average of 13.67 tweets daily (SD: 4.89), while 3.2% were highly addicted, posting 40.71 tweets daily on average (SD: 9.90). The overall emotion of 40.1% of the users was happiness throughout the study period, but frequent tweeters were typically angry, disgusted, or sad about the prevailing situation.","COVID-19, Lockdown, Social media addiction, Emotion analysis, Twitter"
Dataset\Pinaki Chakraborty\Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India.pdf,Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India,Pinaki Chakraborty,"The text analyzes the social media usage pattern of people during the COVID-19 lockdown in India, focusing on Twitter. It identifies the frequent users and examines their usage patterns and overall emotions based on their tweets. The study finds that 222 users were active during the first 40 days of the lockdown, with 13.5% addicted to Twitter and posting an average of 13.67 tweets daily (SD: 4.89), while 3.2% were highly addicted, posting 40.71 tweets daily on average (SD: 9.90). The overall emotion of 40.1% of the users was happiness throughout the study period, but frequent tweeters were typically angry, disgusted, or sad about the prevailing situation.","COVID-19, Lockdown, Social media addiction, Emotion analysis, Twitter"
Dataset\Pinaki Chakraborty\Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India.pdf,Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India,M. P. S. Bhatia,"The text analyzes the social media usage pattern of people during the COVID-19 lockdown in India, focusing on Twitter. It identifies the frequent users and examines their usage patterns and overall emotions based on their tweets. The study finds that 222 users were active during the first 40 days of the lockdown, with 13.5% addicted to Twitter and posting an average of 13.67 tweets daily (SD: 4.89), while 3.2% were highly addicted, posting 40.71 tweets daily on average (SD: 9.90). The overall emotion of 40.1% of the users was happiness throughout the study period, but frequent tweeters were typically angry, disgusted, or sad about the prevailing situation.","COVID-19, Lockdown, Social media addiction, Emotion analysis, Twitter"
Dataset\Pinaki Chakraborty\Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India.pdf,Role of Emotion in Excessive Use of Twitter During COVID-19 Imposed Lockdown in India,Prabhat Mittal,"The text analyzes the social media usage pattern of people during the COVID-19 lockdown in India, focusing on Twitter. It identifies the frequent users and examines their usage patterns and overall emotions based on their tweets. The study finds that 222 users were active during the first 40 days of the lockdown, with 13.5% addicted to Twitter and posting an average of 13.67 tweets daily (SD: 4.89), while 3.2% were highly addicted, posting 40.71 tweets daily on average (SD: 9.90). The overall emotion of 40.1% of the users was happiness throughout the study period, but frequent tweeters were typically angry, disgusted, or sad about the prevailing situation.","COVID-19, Lockdown, Social media addiction, Emotion analysis, Twitter"
Dataset\Pinaki Chakraborty\the design of a pedagogical operating system.pdf,The Design of a Pedagogical Operating System,Pinaki Chakraborty,"> The primal design of a pedagogical operating system is being developed using multiple server microkernel architecture, object-oriented methodologies, and software engineering principles to achieve respectable modularity, flexibility, well-designed structure, and documentation. The aim is for the pedagogical operating system to aid in teaching and learning courses on operating systems in various universities and educational organizations upon completion, while also enriching the academic atmosphere and promoting scientific innovation.","> Operating system, pedagogical operating system, microkernel, object-oriented operating system"
Dataset\Pinaki Chakraborty\the design of a pedagogical operating system.pdf,The Design of a Pedagogical Operating System,R. G. Gupta,"> The primal design of a pedagogical operating system is being developed using multiple server microkernel architecture, object-oriented methodologies, and software engineering principles to achieve respectable modularity, flexibility, well-designed structure, and documentation. The aim is for the pedagogical operating system to aid in teaching and learning courses on operating systems in various universities and educational organizations upon completion, while also enriching the academic atmosphere and promoting scientific innovation.","> Operating system, pedagogical operating system, microkernel, object-oriented operating system"
Dataset\Pinaki Chakraborty\Tools and techniques for teaching computer programming_ A review.pdf,Tools and Techniques for Teaching Computer Programming: A Review,Kanika,,
Dataset\Pinaki Chakraborty\Tools and techniques for teaching computer programming_ A review.pdf,Tools and Techniques for Teaching Computer Programming: A Review,Shampa Chakraverty,,
Dataset\Pinaki Chakraborty\Tools and techniques for teaching computer programming_ A review.pdf,Tools and Techniques for Teaching Computer Programming: A Review,Pinaki Chakraborty,,
Dataset\Pinaki Chakraborty\Use of information communication technology by medical educators amid covid-19 pandemic and beyond.pdf,Use of Information Communication Technology by Medical Educators Amid COVID-19 Pandemic and Beyond,Ipshita Chatterjee,,
Dataset\Pinaki Chakraborty\Use of information communication technology by medical educators amid covid-19 pandemic and beyond.pdf,Use of Information Communication Technology by Medical Educators Amid COVID-19 Pandemic and Beyond,Pinaki Chakraborty,,
Dataset\Pinaki Chakraborty\Use of software to enhance classroom teaching.pdf,Use of Software to Enhance Classroom Teaching*,Pinaki Chakraborty,,
Dataset\Pinaki Chakraborty\Video-chatting with young children.pdf,Video-chatting with young children,Not specified in the provided text,"> This study investigates the effects of different levels of water stress on the growth, biomass accumulation, and antioxidant activity of A. vera L. under hydroponic conditions. The experimental design included three water stress treatments (control, moderate, and severe) with three replications each. Plant height, leaf area, fresh weight, dry weight, total phenolic content, and total flavonoid content were measured at the end of the experiment.","> Aloe vera L., water stress, growth, biomass accumulation, antioxidant activity, hydroponic conditions, total phenolic content, total flavonoid content"
Dataset\Prakash Chandra Sharma\A Review on Swarm Intelligence.pdf,A Review on Swarm Intelligence Techniques in Automated Cryptanalysis of Classical Substitution Cipher,Ashish Jain,"Between the year 2006 and 2019, a considerable new and different swarm intelligence techniques have been presented in the literature for automated cryptanalysis of classical substitution cipher. This paper compares the performance of these new and different swarm intelligence techniques. Three main comparison measures are considered to assess the performance of presented swarm intelligence techniques: efficiency, effectiveness, and success rate. To the best of author knowledge, this kind of review has been carried out for the first time. It is noteworthy that among the presented swarm intelligence techniques, the performance of cuckoo search technique is best with respect to all the measures.","swarm intelligence techniques, automated cryptanalysis, classical substitution cipher, performance comparison, efficiency, effectiveness, success rate, cuckoo search technique"
Dataset\Prakash Chandra Sharma\A Review on Swarm Intelligence.pdf,A Review on Swarm Intelligence Techniques in Automated Cryptanalysis of Classical Substitution Cipher,Santosh Kumar Vishwakarma,"Between the year 2006 and 2019, a considerable new and different swarm intelligence techniques have been presented in the literature for automated cryptanalysis of classical substitution cipher. This paper compares the performance of these new and different swarm intelligence techniques. Three main comparison measures are considered to assess the performance of presented swarm intelligence techniques: efficiency, effectiveness, and success rate. To the best of author knowledge, this kind of review has been carried out for the first time. It is noteworthy that among the presented swarm intelligence techniques, the performance of cuckoo search technique is best with respect to all the measures.","swarm intelligence techniques, automated cryptanalysis, classical substitution cipher, performance comparison, efficiency, effectiveness, success rate, cuckoo search technique"
Dataset\Prakash Chandra Sharma\A Review on Swarm Intelligence.pdf,A Review on Swarm Intelligence Techniques in Automated Cryptanalysis of Classical Substitution Cipher,Prakash Chandra Sharma,"Between the year 2006 and 2019, a considerable new and different swarm intelligence techniques have been presented in the literature for automated cryptanalysis of classical substitution cipher. This paper compares the performance of these new and different swarm intelligence techniques. Three main comparison measures are considered to assess the performance of presented swarm intelligence techniques: efficiency, effectiveness, and success rate. To the best of author knowledge, this kind of review has been carried out for the first time. It is noteworthy that among the presented swarm intelligence techniques, the performance of cuckoo search technique is best with respect to all the measures.","swarm intelligence techniques, automated cryptanalysis, classical substitution cipher, performance comparison, efficiency, effectiveness, success rate, cuckoo search technique"
Dataset\Prakash Chandra Sharma\A Review on Swarm Intelligence.pdf,A Review on Swarm Intelligence Techniques in Automated Cryptanalysis of Classical Substitution Cipher,Nirmal Kumar Gupta,"Between the year 2006 and 2019, a considerable new and different swarm intelligence techniques have been presented in the literature for automated cryptanalysis of classical substitution cipher. This paper compares the performance of these new and different swarm intelligence techniques. Three main comparison measures are considered to assess the performance of presented swarm intelligence techniques: efficiency, effectiveness, and success rate. To the best of author knowledge, this kind of review has been carried out for the first time. It is noteworthy that among the presented swarm intelligence techniques, the performance of cuckoo search technique is best with respect to all the measures.","swarm intelligence techniques, automated cryptanalysis, classical substitution cipher, performance comparison, efficiency, effectiveness, success rate, cuckoo search technique"
Dataset\Prakash Chandra Sharma\Design and Performance Analysis.pdf,Design and Performance Analysis of MIMO Patch Antenna Using CST Microwave Studio,Anil Kumar Sahu,"> Multiple-inputs and multiple-outputs (MIMO) technology for wireless networks is used to transfer more data simultaneously between transmitter and receiver, increasing data rate and minimizing errors. This paper designs two types of MIMO patch antennas using resonant frequencies of 2.45 GHz for ISM applications, and aims to implement a 2 × 2 MIMO system and design four mutually orthogonal MIMO patch antennas with a single substrate using four microstrip lines. Antenna parameters are calculated, and the proposed antennas are simulated using CST Microwave Studio 2018 software.","> Multiple-inputs and multiple-outputs (MIMO), wireless technology, patch antenna, coaxial probe feed, microstrip line feed, resonant frequency, ISM band, WLAN, VSWR, insertion loss, return loss, correlation coefficient, CST Microwave Studio 2018."
Dataset\Prakash Chandra Sharma\Design and Performance Analysis.pdf,Design and Performance Analysis of MIMO Patch Antenna Using CST Microwave Studio,Neeraj Kumar Misra,"> Multiple-inputs and multiple-outputs (MIMO) technology for wireless networks is used to transfer more data simultaneously between transmitter and receiver, increasing data rate and minimizing errors. This paper designs two types of MIMO patch antennas using resonant frequencies of 2.45 GHz for ISM applications, and aims to implement a 2 × 2 MIMO system and design four mutually orthogonal MIMO patch antennas with a single substrate using four microstrip lines. Antenna parameters are calculated, and the proposed antennas are simulated using CST Microwave Studio 2018 software.","> Multiple-inputs and multiple-outputs (MIMO), wireless technology, patch antenna, coaxial probe feed, microstrip line feed, resonant frequency, ISM band, WLAN, VSWR, insertion loss, return loss, correlation coefficient, CST Microwave Studio 2018."
Dataset\Prakash Chandra Sharma\Design and Performance Analysis.pdf,Design and Performance Analysis of MIMO Patch Antenna Using CST Microwave Studio,K. Mounika,"> Multiple-inputs and multiple-outputs (MIMO) technology for wireless networks is used to transfer more data simultaneously between transmitter and receiver, increasing data rate and minimizing errors. This paper designs two types of MIMO patch antennas using resonant frequencies of 2.45 GHz for ISM applications, and aims to implement a 2 × 2 MIMO system and design four mutually orthogonal MIMO patch antennas with a single substrate using four microstrip lines. Antenna parameters are calculated, and the proposed antennas are simulated using CST Microwave Studio 2018 software.","> Multiple-inputs and multiple-outputs (MIMO), wireless technology, patch antenna, coaxial probe feed, microstrip line feed, resonant frequency, ISM band, WLAN, VSWR, insertion loss, return loss, correlation coefficient, CST Microwave Studio 2018."
Dataset\Prakash Chandra Sharma\Design and Performance Analysis.pdf,Design and Performance Analysis of MIMO Patch Antenna Using CST Microwave Studio,Prakash Chandra Sharma,"> Multiple-inputs and multiple-outputs (MIMO) technology for wireless networks is used to transfer more data simultaneously between transmitter and receiver, increasing data rate and minimizing errors. This paper designs two types of MIMO patch antennas using resonant frequencies of 2.45 GHz for ISM applications, and aims to implement a 2 × 2 MIMO system and design four mutually orthogonal MIMO patch antennas with a single substrate using four microstrip lines. Antenna parameters are calculated, and the proposed antennas are simulated using CST Microwave Studio 2018 software.","> Multiple-inputs and multiple-outputs (MIMO), wireless technology, patch antenna, coaxial probe feed, microstrip line feed, resonant frequency, ISM band, WLAN, VSWR, insertion loss, return loss, correlation coefficient, CST Microwave Studio 2018."
Dataset\Prof. B Subudhi\A Combined Reinforcement Learning and Sliding Mode.pdf,A Combined Reinforcement Learning and Sliding Mode Control Scheme for Grid Integration of a PV System,Aurobinda Bag,"- Development of a reinforcement learning (RL) and sliding mode control (SMC) algorithm for a 3-phase PV system integrated to a grid
- The PV system is integrated to the grid through a voltage source inverter (VSI), which supplies active power and compensates reactive power of local non-linear load at the point of common coupling (PCC)
- A RL based maximum power point tracking (MPPT) algorithm is developed for extracting maximum power from the PV panel
- An SMC algorithm has been developed for injecting current to the local non-linear load at a reference value
- The performance of the proposed RL-SMC scheme is compared with fuzzy logic-sliding mode control (FL-SMC) and incremental conductance-sliding mode control (IC-SMC) algorithms
- From the obtained results, it is observed that the proposed RL-SMC scheme provides better maximum power extraction and active power control than FL-SMC and IC-SMC schemes","reinforcement learning, sliding mode controller, fuzzy logic, incremental conductance, instantaneous power theory, maximum power point tracking, voltage source inverter, non-linear load"
Dataset\Prof. B Subudhi\A Combined Reinforcement Learning and Sliding Mode.pdf,A Combined Reinforcement Learning and Sliding Mode Control Scheme for Grid Integration of a PV System,Bidyadhar Subudhi,"- Development of a reinforcement learning (RL) and sliding mode control (SMC) algorithm for a 3-phase PV system integrated to a grid
- The PV system is integrated to the grid through a voltage source inverter (VSI), which supplies active power and compensates reactive power of local non-linear load at the point of common coupling (PCC)
- A RL based maximum power point tracking (MPPT) algorithm is developed for extracting maximum power from the PV panel
- An SMC algorithm has been developed for injecting current to the local non-linear load at a reference value
- The performance of the proposed RL-SMC scheme is compared with fuzzy logic-sliding mode control (FL-SMC) and incremental conductance-sliding mode control (IC-SMC) algorithms
- From the obtained results, it is observed that the proposed RL-SMC scheme provides better maximum power extraction and active power control than FL-SMC and IC-SMC schemes","reinforcement learning, sliding mode controller, fuzzy logic, incremental conductance, instantaneous power theory, maximum power point tracking, voltage source inverter, non-linear load"
Dataset\Prof. B Subudhi\A Combined Reinforcement Learning and Sliding Mode.pdf,A Combined Reinforcement Learning and Sliding Mode Control Scheme for Grid Integration of a PV System,Pravat Kumar Ray,"- Development of a reinforcement learning (RL) and sliding mode control (SMC) algorithm for a 3-phase PV system integrated to a grid
- The PV system is integrated to the grid through a voltage source inverter (VSI), which supplies active power and compensates reactive power of local non-linear load at the point of common coupling (PCC)
- A RL based maximum power point tracking (MPPT) algorithm is developed for extracting maximum power from the PV panel
- An SMC algorithm has been developed for injecting current to the local non-linear load at a reference value
- The performance of the proposed RL-SMC scheme is compared with fuzzy logic-sliding mode control (FL-SMC) and incremental conductance-sliding mode control (IC-SMC) algorithms
- From the obtained results, it is observed that the proposed RL-SMC scheme provides better maximum power extraction and active power control than FL-SMC and IC-SMC schemes","reinforcement learning, sliding mode controller, fuzzy logic, incremental conductance, instantaneous power theory, maximum power point tracking, voltage source inverter, non-linear load"
Dataset\Prof. B Subudhi\A Comparative Study on Maximum Power Point Tracking Techniques.pdf,A Comparative Study on Maximum Power Point Tracking Techniques for Photovoltaic Power Systems,Sunny Mohanty,"This paper provides a comprehensive review of the maximum power point tracking (MPPT) techniques applied to photovoltaic (PV) power systems available until January, 2012. It discusses different MPPT techniques for a PV system, their merits and demerits, and the need for proper review due to the confusion in selection. The paper classifies these techniques based on features such as number of control variables involved, types of control strategies employed, types of circuitry used suitably for PV systems, and practical/commercial applications.","Maximum power point tracking (MPPT) techniques, photovoltaic (PV) array"
Dataset\Prof. B Subudhi\A Comparative Study on Maximum Power Point Tracking Techniques.pdf,A Comparative Study on Maximum Power Point Tracking Techniques for Photovoltaic Power Systems,Bidyadhar Subudhi,"This paper provides a comprehensive review of the maximum power point tracking (MPPT) techniques applied to photovoltaic (PV) power systems available until January, 2012. It discusses different MPPT techniques for a PV system, their merits and demerits, and the need for proper review due to the confusion in selection. The paper classifies these techniques based on features such as number of control variables involved, types of control strategies employed, types of circuitry used suitably for PV systems, and practical/commercial applications.","Maximum power point tracking (MPPT) techniques, photovoltaic (PV) array"
Dataset\Prof. B Subudhi\A Comparative Study on Maximum Power Point Tracking Techniques.pdf,A Comparative Study on Maximum Power Point Tracking Techniques for Photovoltaic Power Systems,Raseswari Pradhan,"This paper provides a comprehensive review of the maximum power point tracking (MPPT) techniques applied to photovoltaic (PV) power systems available until January, 2012. It discusses different MPPT techniques for a PV system, their merits and demerits, and the need for proper review due to the confusion in selection. The paper classifies these techniques based on features such as number of control variables involved, types of control strategies employed, types of circuitry used suitably for PV systems, and practical/commercial applications.","Maximum power point tracking (MPPT) techniques, photovoltaic (PV) array"
Dataset\Prof. B Subudhi\A New MPPT Design Using Grey Wolf Optimization.pdf,A New MPPT Design Using Grey Wolf Optimization Technique for Photovoltaic System Under Partial Shading Conditions,Satyajit Mohanty,"This paper presents a Maximum Power Point Tracking (MPPT) design for a photovoltaic (PV) system using a Grey Wolf Optimization (GWO) technique. The proposed scheme is studied for a PV array under partial shading conditions (PSCs), and its tracking performance is compared with that of two MPPT algorithms, namely P&O-MPPT and IPSO-MPPT.","Grey Wolf Optimization (GWO), Maximum Power Point Tracking (MPPT), Partial Shading Conditions (PSCs), Photovoltaic (PV)"
Dataset\Prof. B Subudhi\A New MPPT Design Using Grey Wolf Optimization.pdf,A New MPPT Design Using Grey Wolf Optimization Technique for Photovoltaic System Under Partial Shading Conditions,Bidyadhar Subudhi,"This paper presents a Maximum Power Point Tracking (MPPT) design for a photovoltaic (PV) system using a Grey Wolf Optimization (GWO) technique. The proposed scheme is studied for a PV array under partial shading conditions (PSCs), and its tracking performance is compared with that of two MPPT algorithms, namely P&O-MPPT and IPSO-MPPT.","Grey Wolf Optimization (GWO), Maximum Power Point Tracking (MPPT), Partial Shading Conditions (PSCs), Photovoltaic (PV)"
Dataset\Prof. B Subudhi\A New MPPT Design Using Grey Wolf Optimization.pdf,A New MPPT Design Using Grey Wolf Optimization Technique for Photovoltaic System Under Partial Shading Conditions,"Pravat Kumar Ray

This paper presents a new optimization method called Grey Wolf Optimization (GWO) for maximum power point tracking (MPPT) in photovoltaic systems under partial shading conditions. The GWO algorithm outperforms both Perturb and Observe (P&O) and Improved Particle Swarm Optimization (IPSO) methods.

Index Terms—Grey wolf optimization (GWO)","This paper presents a Maximum Power Point Tracking (MPPT) design for a photovoltaic (PV) system using a Grey Wolf Optimization (GWO) technique. The proposed scheme is studied for a PV array under partial shading conditions (PSCs), and its tracking performance is compared with that of two MPPT algorithms, namely P&O-MPPT and IPSO-MPPT.","Grey Wolf Optimization (GWO), Maximum Power Point Tracking (MPPT), Partial Shading Conditions (PSCs), Photovoltaic (PV)"
Dataset\Prof. B Subudhi\A New MPPT Design Using Grey Wolf Optimization.pdf,A New MPPT Design Using Grey Wolf Optimization Technique for Photovoltaic System Under Partial Shading Conditions,maximum power point tracking (MPPT),"This paper presents a Maximum Power Point Tracking (MPPT) design for a photovoltaic (PV) system using a Grey Wolf Optimization (GWO) technique. The proposed scheme is studied for a PV array under partial shading conditions (PSCs), and its tracking performance is compared with that of two MPPT algorithms, namely P&O-MPPT and IPSO-MPPT.","Grey Wolf Optimization (GWO), Maximum Power Point Tracking (MPPT), Partial Shading Conditions (PSCs), Photovoltaic (PV)"
Dataset\Prof. B Subudhi\A New MPPT Design Using Grey Wolf Optimization.pdf,A New MPPT Design Using Grey Wolf Optimization Technique for Photovoltaic System Under Partial Shading Conditions,partial shading conditions (PSCs),"This paper presents a Maximum Power Point Tracking (MPPT) design for a photovoltaic (PV) system using a Grey Wolf Optimization (GWO) technique. The proposed scheme is studied for a PV array under partial shading conditions (PSCs), and its tracking performance is compared with that of two MPPT algorithms, namely P&O-MPPT and IPSO-MPPT.","Grey Wolf Optimization (GWO), Maximum Power Point Tracking (MPPT), Partial Shading Conditions (PSCs), Photovoltaic (PV)"
